pnu	시군구	번지	본번	부번	단지명	전용면적	계약연월	계약일	거래금액만원	층	건축년도	도로명
4215011500102020000	강원도 강릉시 견소동	202	0202	0000	송정한신	84.93	201902	25	14700	7	1997	경강로2539번길 8
4215011500102020000	강원도 강릉시 견소동	202	0202	0000	송정한신	59.8	201902	27	12100	9	1997	경강로2539번길 8
4215011000119830000	강원도 강릉시 교동	1983	1983	0000	강릉교동롯데캐슬2단지	135.1008	201902	13	35000	2	2009	화부산로111번길 24
4215011000119830000	강원도 강릉시 교동	1983	1983	0000	강릉교동롯데캐슬2단지	118.0686	201902	21	33200	12	2009	화부산로111번길 24
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	201902	12	15500	12	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	201902	19	16000	5	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	49.85	201902	21	12900	6	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	84.84	201902	25	18000	15	1999	가작로 78
4215011000117670000	강원도 강릉시 교동	1767	1767	0000	교동2현대	99.88	201902	26	23800	1	1999	교동광장로 138-15
4215011000117660000	강원도 강릉시 교동	1766	1766	0000	교동3주공	59.86	201902	25	17300	12	2002	교동광장로 138-12
4215011000117660000	강원도 강릉시 교동	1766	1766	0000	교동3주공	59.86	201902	28	17550	10	2002	교동광장로 138-12
4215011000108340000	강원도 강릉시 교동	834	0834	0000	덕진	40.86	201902	13	6300	3	1988	옛강일길 28
4215011000108340000	강원도 강릉시 교동	834	0834	0000	덕진	40.86	201902	27	4450	1	1988	옛강일길 28
4215011000114290001	강원도 강릉시 교동	1429-1	1429	0001	민락	54.81	201902	19	9200	4	1985	하슬라로10번길 7
4215011000117800000	강원도 강릉시 교동	1780	1780	0000	부영3차	84.93	201902	14	20000	5	2001	하슬라로 124
4215011000117800000	강원도 강릉시 교동	1780	1780	0000	부영3차	84.93	201902	25	19000	3	2001	하슬라로 124
4215011000117620000	강원도 강릉시 교동	1762	1762	0000	부영5	84.93	201902	7	20000	6	2001	교동광장로 163
4215011000117620000	강원도 강릉시 교동	1762	1762	0000	부영5	84.93	201902	27	20600	2	2001	교동광장로 163
4215011000117750000	강원도 강릉시 교동	1775	1775	0000	부영6	59.987	201902	12	16000	12	2003	정원로 53-9
4215011000103170001	강원도 강릉시 교동	317-1	0317	0001	유화그린맨션	84.99	201902	8	14000	11	1991	가작로 170
4215011000103170001	강원도 강릉시 교동	317-1	0317	0001	유화그린맨션	84.99	201902	10	11000	2	1991	가작로 170
4215011000107800000	강원도 강릉시 교동	780	0780	0000	제일	65.495	201902	12	4600	5	1981	화부산로117번길 7
4215011000100460001	강원도 강릉시 교동	46-1	0046	0001	한신	84.98	201902	20	14000	7	1997	명륜로 95-7
4215011000117590000	강원도 강릉시 교동	1759	1759	0000	현대하이빌	122.74	201902	11	28200	14	1999	원대로128번길 14
4215011000117590000	강원도 강릉시 교동	1759	1759	0000	현대하이빌	99.96	201902	12	26500	15	1999	원대로128번길 14
4215011000117590000	강원도 강릉시 교동	1759	1759	0000	현대하이빌	99.96	201902	23	26000	14	1999	원대로128번길 14
4215010200101830002	강원도 강릉시 남문동	183-2	0183	0002	삼익그린맨션	127.311	201902	23	18700	12	1992	홍제로 7-17
4215011600106160000	강원도 강릉시 내곡동	616	0616	0000	강부2	24.795	201902	14	3300	3	1988	관대길 63
4215011600106160000	강원도 강릉시 내곡동	616	0616	0000	강부2	24.795	201902	14	3300	3	1988	관대길 63
4215011600106160000	강원도 강릉시 내곡동	616	0616	0000	강부2	24.795	201902	14	3300	2	1988	관대길 63
4215011600106160000	강원도 강릉시 내곡동	616	0616	0000	강부2	24.795	201902	15	3800	2	1988	관대길 63
4215011600106160000	강원도 강릉시 내곡동	616	0616	0000	강부2	24.795	201902	16	3300	2	1988	관대길 63
4215011600106160000	강원도 강릉시 내곡동	616	0616	0000	강부2	24.795	201902	20	4470	2	1988	관대길 63
4215011600106160000	강원도 강릉시 내곡동	616	0616	0000	강부2	41.18	201902	21	4700	5	1988	관대길 63
4215011600106160000	강원도 강릉시 내곡동	616	0616	0000	강부2	24.795	201902	25	3230	4	1988	관대길 63
4215011600101270000	강원도 강릉시 내곡동	127	0127	0000	남산삼익	58.83	201902	13	12500	5	1993	남부로125번길 37
4215011600101270000	강원도 강릉시 내곡동	127	0127	0000	남산삼익	84.48	201902	19	11450	5	1993	남부로125번길 37
4215011600104690000	강원도 강릉시 내곡동	469	0469	0000	내곡동현대	84.99	201902	13	17200	9	1998	범일로 645
4215011600104690000	강원도 강릉시 내곡동	469	0469	0000	내곡동현대	59.84	201902	24	12100	9	1998	범일로 645
4215011600106230000	강원도 강릉시 내곡동	623	0623	0000	내곡주공	46.68	201902	13	4800	5	1989	관대길16번길 6
4215011600104760000	강원도 강릉시 내곡동	476	0476	0000	내곡한라	84.95	201902	8	17000	13	1997	강변로 114
4215011600104760000	강원도 강릉시 내곡동	476	0476	0000	내곡한라	84.95	201902	9	15000	4	1997	강변로 114
4215011600104760000	강원도 강릉시 내곡동	476	0476	0000	내곡한라	84.95	201902	21	16000	17	1997	강변로 114
4215011600104760000	강원도 강릉시 내곡동	476	0476	0000	내곡한라	59.97	201902	26	13200	14	1997	강변로 114
4215011600101360000	강원도 강릉시 내곡동	136	0136	0000	삼익타워맨션	84.86	201902	18	8750	1	1993	남산초교길 65
4215011600107560000	강원도 강릉시 내곡동	756	0756	0000	석미모닝파크	84.98	201902	23	14500	2	2008	남산초교길11번길 12-5
4215012100108350000	강원도 강릉시 노암동	835	0835	0000	노암2주공	49.22	201902	2	5800	3	1984	노가니남길 25
4215012100106050000	강원도 강릉시 노암동	605	0605	0000	노암3한라	59.994	201902	7	11400	1	2000	남부로125번길 7
4215012100106050000	강원도 강릉시 노암동	605	0605	0000	노암3한라	59.994	201902	13	10800	6	2000	남부로125번길 7
4215012100106050000	강원도 강릉시 노암동	605	0605	0000	노암3한라	59.994	201902	14	9900	9	2000	남부로125번길 7
4215012100106050000	강원도 강릉시 노암동	605	0605	0000	노암3한라	74.64	201902	19	12500	8	2000	남부로125번길 7
