pnu	시군구	번지	주택유형	도로조건	연면적	대지면적	계약연월	계약일	거래금액만원	건축년도	도로명
4215011000	강원도 강릉시 교동	1***	다가구	12m미만	494.27	324.3	201509	14	75000	2002	율곡초교길39번길
4215011000	강원도 강릉시 교동	1**	단독	25m이상	141.08	66	201509	24	18000	1971	강릉대로
4215011000	강원도 강릉시 교동	3*	단독	8m미만	134.58	70	201509	4	14400	1994	가작로252번길
4215011000	강원도 강릉시 교동	1***	단독	8m미만	100.29	108.4	201509	3	8100	1974	명주로78번길
4215011000	강원도 강릉시 교동	9**	단독	8m미만	59.74	132	201509	7	8500	1977	임영로207번길
4215011000	강원도 강릉시 교동	8**	단독	8m미만	49.72	149	201509	26	3290	1980	임영로
4215011000	강원도 강릉시 교동	9**	단독	8m미만	264.84	227.4	201509	8	30000	2004	원대로8번안길
4215011000	강원도 강릉시 교동	1***	단독	12m미만	381.45	257.2	201509	5	79500	2011	하슬라로206번길
4215033026	강원도 강릉시 구정면 덕현리	3**	단독	8m미만	149.4	363	201509	3	5600	1998	누일길
4215033025	강원도 강릉시 구정면 어단리	4**	단독	8m미만	86.8	659	201509	15	14000	2002	새말1길
4215010200	강원도 강릉시 남문동	1**	다가구	8m미만	146.91	158	201509	11	20500	2002	경강로2018번길
4215010200	강원도 강릉시 남문동	1**	단독	8m미만	160.23	291	201509	17	4042	1955	홍제로20번길
4215011600	강원도 강릉시 내곡동	6**	다가구	8m미만	722.6	209.4	201509	23	74000	1988	관대길
4215011600	강원도 강릉시 내곡동	2**	다가구	8m미만	415.04	252	201509	23	47500	1996	범일로555번길
4215011600	강원도 강릉시 내곡동	5**	다가구	12m미만	383.51	601	201509	13	46000	1998	범일로555번길
4215011600	강원도 강릉시 내곡동	2**	단독	8m미만	659.6	360	201509	11	60000	1995	범일로555번길
4215012100	강원도 강릉시 노암동	2**	다가구	25m이상	619.47	394	201509	8	53000	1992	율곡로
4215012100	강원도 강릉시 노암동	6**	단독	8m미만	135.91	152	201509	14	11700	1981	노암길7번길
4215012100	강원도 강릉시 노암동	3**	단독	12m미만	84.12	225	201509	15	14400	1983	노암등길
4215012100	강원도 강릉시 노암동	2**	단독	12m미만	232.28	238	201509	8	26500	1970	연화봉길
4215012100	강원도 강릉시 노암동	3**	단독	8m미만	97.87	241	201509	18	14700	1998	연화봉길10번길
4215012900	강원도 강릉시 병산동	3**	단독	25m이상	245.51	640	201509	25	43000	2001	성덕로
4215036022	강원도 강릉시 사천면 노동리	6**	단독	8m미만	79.5	445	201509	21	9400	1990	중앙서로
4215036028	강원도 강릉시 사천면 산대월리	4*	단독	8m미만	171	524	201509	11	44000	2008	해안로711번길
4215036023	강원도 강릉시 사천면 석교리	5**	단독	8m미만	100.44	937	201509	21	6000	1999	구라미등길
4215013800	강원도 강릉시 안현동	2**	단독	8m미만	46.39	198	201509	17	8000	1948	해안로
4215013800	강원도 강릉시 안현동	7**	단독	12m미만	136.62	659	201509	21	27200	2009	안현로
4215037028	강원도 강릉시 연곡면 삼산리	1***	단독	8m미만	122.45	660	201509	16	12000	2006	부연동1길
4215037022	강원도 강릉시 연곡면 영진리	3**	단독	8m미만	54.87	183	201509	30	8300	1978	연주로
4215035021	강원도 강릉시 옥계면 현내리	1***	단독	8m미만	66.96	164	201509	19	3700	1982	현내시장길
4215010900	강원도 강릉시 옥천동	1*	단독	8m미만	34.77	83	201509	18	3000	null	옥천로8번길
4215010900	강원도 강릉시 옥천동	2**	단독	8m미만	71.43	126	201509	22	9000	1977	옥천로20번길
4215010900	강원도 강릉시 옥천동	2**	단독	12m미만	138.8	138.5	201509	24	15000	1978	옥천로61번길
4215010900	강원도 강릉시 옥천동	3**	단독	12m미만	97.69	165.3	201509	21	7250	1996	중기2길
4215032023	강원도 강릉시 왕산면 왕산리	4**	다가구	8m미만	107.1	269	201509	10	18200	2004	null
4215032023	강원도 강릉시 왕산면 왕산리	4**	단독	8m미만	76.5	385	201509	10	16800	1997	왕산곰자리길
4215010700	강원도 강릉시 용강동	2*	다가구	-	653.2	323	201509	2	100088	2015	임영로163번길
4215010700	강원도 강릉시 용강동	4*	단독	8m미만	97.85	92	201509	11	5500	1981	토성로124번길
4215012500	강원도 강릉시 입암동	6**	단독	12m미만	47.11	60	201509	9	5000	1962	강중길
4215012500	강원도 강릉시 입암동	5**	단독	25m미만	54.83	200	201509	11	8000	1983	월대산로
4215012500	강원도 강릉시 입암동	6**	단독	25m미만	110.5	222	201509	14	11700	1983	강변로
4215025021	강원도 강릉시 주문진읍 주문리	1**	단독	8m미만	31.32	101	201509	25	3000	1983	등대길
4215011100	강원도 강릉시 포남동	1***	다가구	12m미만	330.99	213.6	201509	6	32000	2003	경강로2301번길
4215011100	강원도 강릉시 포남동	1***	단독	12m미만	191.94	200	201509	28	11500	1988	보래미하길
4215011100	강원도 강릉시 포남동	1***	단독	12m미만	276.25	202.6	201509	4	30000	1998	하평4길
4215011100	강원도 강릉시 포남동	1***	단독	8m미만	231.54	230	201509	14	19000	1990	가작로252번길
4215011100	강원도 강릉시 포남동	8**	단독	8m미만	136.21	294	201509	9	21000	1973	용지각길28번길
4215011100	강원도 강릉시 포남동	1***	단독	25m미만	278.07	301.2	201509	25	34500	1993	강릉대로457번길
4215010100	강원도 강릉시 홍제동	9**	다가구	8m미만	312	436	201509	21	22000	1995	공제로359번안길
4215010100	강원도 강릉시 홍제동	1**	단독	8m미만	53.31	129	201509	14	6300	2002	홍제로
4215010100	강원도 강릉시 홍제동	2**	단독	8m미만	163.18	139	201509	11	7200	1982	홍제로71번길
4282025030	강원도 고성군 간성읍 어천리	8**	단독	8m미만	119.45	660	201509	30	14000	2010	꽃대마을길
4282025031	강원도 고성군 간성읍 장신리	1**	단독	8m미만	60	321	201509	19	4500	1978	장신1길
4282025321	강원도 고성군 거진읍 거진리	2**	단독	25m미만	193.6	84	201509	3	20000	1982	거탄진로
4282025321	강원도 고성군 거진읍 거진리	3**	단독	8m미만	247.3	103	201509	2	10400	1980	거진35번길
4282025321	강원도 고성군 거진읍 거진리	2**	단독	8m미만	47.77	198	201509	9	1800	1957	태봉1길
4282025321	강원도 고성군 거진읍 거진리	3**	단독	25m미만	129.74	371.4	201509	25	7900	1992	벌평로
4282032023	강원도 고성군 죽왕면 가진리	1**	단독	12m미만	105	328	201509	11	8600	1995	가진해변길
4282032023	강원도 고성군 죽왕면 가진리	2**	단독	12m미만	480.37	694	201509	17	25000	1996	가진해변길
4282032021	강원도 고성군 죽왕면 오호리	3*	단독	8m미만	77.19	198	201509	15	9800	1985	심층수길
4282033037	강원도 고성군 토성면 금화정리	7*	단독	8m미만	63.09	660	201509	21	11100	1945	화원길
4282033028	강원도 고성군 토성면 도원리	1*	단독	8m미만	36.86	449	201509	30	1500	1967	진등2길
4282033035	강원도 고성군 토성면 봉포리	2**	다가구	8m미만	250.34	192	201509	7	23001	2005	토성로
4282033032	강원도 고성군 토성면 성천리	2**	단독	12m미만	98.06	544	201509	4	12070	null	용원로
4282033023	강원도 고성군 토성면 아야진리	1**	단독	8m미만	35.7	147	201509	8	2000	1960	아야진북1길
4282033023	강원도 고성군 토성면 아야진리	7**	단독	8m미만	97.8	660	201509	18	7000	2012	이른계길
4282033022	강원도 고성군 토성면 청간리	4*	단독	8m미만	30.24	326	201509	21	12000	1950	청간길
4282033027	강원도 고성군 토성면 학야리	1**	단독	12m미만	95.47	410	201509	24	14600	2010	뒷골길
4217010700	강원도 동해시 동회동	2**	다가구	8m미만	185.4	576	201509	18	20000	1998	신당3길
4217013300	강원도 동해시 만우동	3**	단독	8m미만	99.04	601	201509	10	13700	2000	신계길
4217012300	강원도 동해시 묵호진동	*	단독	8m미만	20.5	106	201509	20	2000	2015	논골3길
4217012300	강원도 동해시 묵호진동	8*	단독	8m미만	40.07	208	201509	20	2200	1947	산제골1길
4217012300	강원도 동해시 묵호진동	*	단독	8m미만	79.31	212	201509	23	5400	1980	논골1길
4217011100	강원도 동해시 발한동	1**	단독	8m미만	47.85	93	201509	12	4350	1995	새시장길
4217011100	강원도 동해시 발한동	2**	단독	12m미만	50.07	145	201509	29	6500	1981	관사1길
4217011100	강원도 동해시 발한동	1**	단독	8m미만	74.58	152	201509	21	1500	1983	향로2길
4217011100	강원도 동해시 발한동	2**	단독	8m미만	118.43	154	201509	2	9000	1981	발한로
4217011000	강원도 동해시 부곡동	6*	단독	12m미만	131.58	165.4	201509	17	14500	1987	승지로
4217012700	강원도 동해시 어달동	1**	단독	8m미만	74.37	215	201509	23	5000	2005	어달길
4217011800	강원도 동해시 이도동	6**	단독	25m미만	82.46	220	201509	10	12000	2003	null
4217010100	강원도 동해시 천곡동	1***	단독	12m미만	160.52	243.5	201509	2	21000	1999	샘실3길
4217010100	강원도 동해시 천곡동	8**	단독	12m미만	125.04	268.6	201509	14	12000	1981	천곡2길
4217010100	강원도 동해시 천곡동	8**	단독	25m미만	113.31	274.9	201509	24	17000	1987	천곡1길
4217010600	강원도 동해시 효가동	1**	다가구	8m미만	491.35	254	201509	21	48500	2001	효가2길
4223010600	강원도 삼척시 교동	3**	단독	8m미만	113	592	201509	9	13500	1997	뒷나루길
4223031031	강원도 삼척시 근덕면 매원리	7*	다가구	8m미만	229.09	172	201509	1	32000	2013	원평길
4223031031	강원도 삼척시 근덕면 매원리	7*	다가구	8m미만	229.77	297	201509	1	25000	2013	원평길
4223031031	강원도 삼척시 근덕면 매원리	1**	단독	8m미만	51.57	565	201509	26	5000	1979	원평길
4223031033	강원도 삼척시 근덕면 용화리	1**	단독	8m미만	225.06	454	201509	25	48188	2012	용화안길
4223012000	강원도 삼척시 남양동	2*	단독	8m미만	153.35	237.4	201509	17	10200	1979	사대안1길
4223010500	강원도 삼척시 당저동	1**	단독	8m미만	30.8	99	201509	24	2500	1960	월계길
4223010500	강원도 삼척시 당저동	1**	단독	8m미만	67.6	225	201509	1	10000	1960	대학로
4223025023	강원도 삼척시 도계읍 고사리	7*	단독	8m미만	81.83	387	201509	14	7500	1960	소달길
4223025030	강원도 삼척시 도계읍 도계리	3**	단독	8m미만	57.06	124	201509	22	2450	1960	도계강변2길
4223034024	강원도 삼척시 미로면 상거노리	4**	단독	8m미만	91.35	582	201509	3	6000	2003	강원남부로
4223034026	강원도 삼척시 미로면 하정리	1**	단독	8m미만	90.18	496	201509	18	8300	2010	하정길
4223010100	강원도 삼척시 성내동	*	단독	8m미만	43.05	230	201509	10	7800	null	죽서루길
4223012200	강원도 삼척시 오분동	6*	단독	8m미만	184.44	238	201509	23	3000	1981	오분2길
4223012200	강원도 삼척시 오분동	1**	단독	12m미만	58.76	334	201509	8	6500	1960	오분길
4223025321	강원도 삼척시 원덕읍 갈남리	4**	단독	8m미만	59.8	304	201509	15	14000	1963	신남1길
4223025322	강원도 삼척시 원덕읍 임원리	1***	단독	8m미만	22	250	201509	7	8500	1985	임원안2길
4223012500	강원도 삼척시 정상동	4**	단독	8m미만	75.6	164.8	201509	10	14800	1991	정상로1길
4223012500	강원도 삼척시 정상동	4**	단독	12m미만	95.25	191.9	201509	4	19500	1991	정상로2길
4223012500	강원도 삼척시 정상동	4**	단독	8m미만	71.9	220	201509	14	6700	1978	봉황마을1길
4223012500	강원도 삼척시 정상동	4**	단독	12m미만	1030.2	254.3	201509	7	50000	1995	정상로2길
4223012600	강원도 삼척시 정하동	6*	단독	8m미만	64.79	79	201509	1	4000	1960	나리골길
4221010600	강원도 속초시 교동	7**	단독	8m미만	26.44	90	201509	7	6300	1999	교동로9길
4221010600	강원도 속초시 교동	4**	단독	8m미만	60.03	111	201509	15	2300	1959	중앙로60번길
4221010600	강원도 속초시 교동	6**	단독	8m미만	47	132	201509	7	7400	1984	교동로7길
4221010600	강원도 속초시 교동	7**	단독	8m미만	69	180	201509	12	9200	1979	만천5길
4221010600	강원도 속초시 교동	7**	단독	8m미만	131.31	227	201509	14	20000	2003	만천5길
4221010600	강원도 속초시 교동	9**	단독	8m미만	126.86	407.8	201509	30	27500	2002	밤골5길
4221010600	강원도 속초시 교동	9**	단독	8m미만	114.3	425.6	201509	7	36000	2008	밤골길
4221010600	강원도 속초시 교동	6**	단독	8m미만	159.12	561	201509	1	19000	null	번영로31번길
4221010400	강원도 속초시 금호동	4**	단독	8m미만	42.96	109	201509	4	5500	1985	번영로72번길
4221010400	강원도 속초시 금호동	5**	단독	8m미만	37.03	202	201509	22	4800	1973	번영로
4221010700	강원도 속초시 노학동	1**	단독	8m미만	327.8	514	201509	18	24900	1993	도리원길
4221010200	강원도 속초시 동명동	4**	단독	8m미만	49.85	89.83	201509	8	3600	1975	수복로259번길
4221010200	강원도 속초시 동명동	2**	단독	8m미만	68.92	142	201509	17	12500	1976	장안로1길
4221010200	강원도 속초시 동명동	2**	단독	8m미만	101.16	185	201509	17	14700	1986	장안로1길
4221011200	강원도 속초시 설악동	3**	단독	8m미만	49.6	157	201509	1	6900	1978	청봉로1길
4221011200	강원도 속초시 설악동	5**	단독	8m미만	39.5	529	201509	25	11000	1999	장재터마을2길
4221010100	강원도 속초시 영랑동	1**	단독	8m미만	32.84	66	201509	4	2780	1983	영랑해안4길
4221010100	강원도 속초시 영랑동	1**	단독	12m미만	216.7	77	201509	1	17136	2003	영랑해안2길
4221010100	강원도 속초시 영랑동	1**	단독	12m미만	46.81	176	201509	16	8000	1955	영랑로
4221010800	강원도 속초시 조양동	1***	단독	8m미만	49.5	154	201509	1	12000	1986	동해대로3930번길
4221010800	강원도 속초시 조양동	1***	단독	8m미만	47.35	198	201509	4	8200	1982	부월1길
4221010300	강원도 속초시 중앙동	4**	단독	8m미만	274.96	354	201509	25	17000	1987	중앙로143번길
4221010500	강원도 속초시 청학동	4**	단독	8m미만	32.4	76	201509	9	3400	1977	번영로
4221010500	강원도 속초시 청학동	6**	단독	8m미만	61.44	110	201509	18	4800	1997	번영로53번길
4221010500	강원도 속초시 청학동	4**	단독	8m미만	94.98	121	201509	10	4400	1983	중앙로
4221010900	강원도 속초시 청호동	1***	단독	8m미만	70.88	101	201509	17	9500	2006	청호로
4280031022	강원도 양구군 남면 가오작리	6**	단독	12m미만	85.32	680	201509	16	6380	1956	남동로
4280032023	강원도 양구군 동면 원당리	1**	단독	8m미만	102.78	1927	201509	1	6500	2015	null
4280032026	강원도 양구군 동면 팔랑리	1***	단독	8m미만	85.55	281	201509	9	5000	1995	펀치볼로
4283035040	강원도 양양군 강현면 주청리	*	단독	25m미만	324.16	446	201509	17	38500	2001	일출로
4283035023	강원도 양양군 강현면 하복리	4**	단독	8m미만	178.78	660	201509	14	10016	1997	하복길
4283035030	강원도 양양군 강현면 회룡리	3*	단독	8m미만	65.2	322	201509	18	8000	2014	소금재길
4283031029	강원도 양양군 서면 상평리	4**	단독	8m미만	59.19	344	201509	9	6250	1958	상평1길
4283031029	강원도 양양군 서면 상평리	2*	단독	8m미만	89.43	355	201509	19	13500	2006	물윗구미길
4283031039	강원도 양양군 서면 송어리	1**	단독	8m미만	76.92	660	201509	30	30000	2009	송어길
4283031033	강원도 양양군 서면 오색리	4**	단독	8m미만	82.8	238	201509	18	12500	1982	안터길
4283032032	강원도 양양군 손양면 부소치리	6*	단독	8m미만	119.04	449	201509	22	11500	1994	부소치길
4283025035	강원도 양양군 양양읍 서문리	3**	단독	8m미만	402.12	339	201509	22	32000	1996	양양로
4283025025	강원도 양양군 양양읍 연창리	3**	다가구	8m미만	353.76	221.9	201509	11	30000	1997	관아길
4283025029	강원도 양양군 양양읍 조산리	4**	단독	8m미만	120.88	769	201509	23	10500	1974	일출로
4283025026	강원도 양양군 양양읍 청곡리	2**	단독	8m미만	74.78	440	201509	2	12000	2008	한고개길
4283034026	강원도 양양군 현남면 광진리	2**	단독	8m미만	49.14	173	201509	9	16000	1979	광진1길
4283034038	강원도 양양군 현남면 남애리	*	단독	8m미만	275.57	424	201509	21	35000	1995	매바위길
4283034022	강원도 양양군 현남면 북분리	8*	단독	8m미만	100.89	825	201509	10	16126	2007	북죽로
4283034024	강원도 양양군 현남면 시변리	3*	단독	8m미만	66.42	154	201509	10	5296	1984	새나루길
4283034024	강원도 양양군 현남면 시변리	3*	단독	8m미만	59.7	182	201509	10	6659	1979	새나루길
4283034024	강원도 양양군 현남면 시변리	3*	단독	8m미만	60.93	182	201509	10	4478	1980	새나루길
4283034024	강원도 양양군 현남면 시변리	2*	단독	8m미만	65.23	198	201509	21	6000	1979	인구중앙길
4283034024	강원도 양양군 현남면 시변리	3*	단독	8m미만	49.14	200	201509	10	4887	1979	새나루길
4283034024	강원도 양양군 현남면 시변리	2*	단독	8m미만	68.09	265	201509	25	12000	1984	인구중앙길
4283033022	강원도 양양군 현북면 기사문리	1**	단독	12m미만	179.68	342	201509	7	23000	1994	동해대로
4283033031	강원도 양양군 현북면 어성전리	2**	단독	8m미만	62.5	400	201509	29	6450	2012	어성전길
4275032525	강원도 영월군 김삿갓면 예밀리	7**	단독	8m미만	70.63	502	201509	18	4000	1995	포도마을길
4275038025	강원도 영월군 무릉도원면 두산리	2**	단독	8m미만	107.64	1062	201509	20	19250	2013	두산길
4275038024	강원도 영월군 무릉도원면 운학리	6**	다가구	8m미만	132.17	746	201509	15	9300	2005	고일길
4275038024	강원도 영월군 무릉도원면 운학리	1***	단독	8m미만	149.71	515	201509	9	20000	2003	도원운학로
